DoB_month,DoB_day,DoB_year,Age,Name,College,Sex,Eye_Colour,Hair_Colour,Head_length,Face_breadth,Face_iobreadth
9,27,1871,19,Alejandro Flores,Downing,Male,dark,brown,18.796000000000003,16.256,6.096
2,19,1887,24,Luis Cortez,King's,Male,light,dark,20.066000000000003,16.002,6.096
3,8,1874,20,Juan Mooney,St Edmund's,Male,dark,fair,20.32,15.748000000000001,6.096
1,8,1892,21,William Miller,King's,Male,medium,dark,21.082,15.494,6.35
9,6,1871,21,Adam Jackson,Emmanuel,Male,dark,red,20.32,15.24,6.35
4,11,1887,18,Andrew Martinez,Gonville & Caius,Male,light,red,20.066000000000003,15.748000000000001,6.35
10,24,1869,22,Travis Baker,Christ's,Male,dark,dark,20.066000000000003,14.986,5.842
11,18,1886,22,Nicholas Gregory,Sidney Sussex,Male,dark,dark,19.304,15.24,5.588000000000001
7,21,1868,21,Louis Krueger,St Edmund's,Male,light,red,19.304,16.256,6.096
4,15,1897,20,Charles Castaneda,Christ's,Male,medium,fair,20.573999999999998,15.748000000000001,6.096
7,22,1866,30,William Lee,Trinity,Male,dark,jet-black,19.304,14.478000000000002,7.111999999999999
7,31,1883,30,Steven Hunter,St John's,Male,dark,jet-black,20.32,15.494,5.842
5,25,1891,21,Matthew Watson,Clare,Male,medium,brown,18.796000000000003,15.24,6.35
3,31,1898,22,Ryan Hunter,Jesus,Male,dark,brown,19.558,14.223999999999998,5.842
1,22,1869,21,Matthew Miller,Gonville & Caius,Male,medium,jet-black,19.558,14.478000000000002,6.35
2,12,1884,21,Austin Rivas,St Catharine's,Male,medium,fair,20.32,14.986,6.604
2,27,1894,20,Michael Simpson,Jesus,Male,light,dark,19.812,14.986,6.604
8,11,1880,22,John Garcia,St Edmund's,Male,dark,jet-black,20.066000000000003,15.494,6.35
7,21,1871,19,Nathan Rodriguez,Gonville & Caius,Male,dark,jet-black,19.812,15.494,5.588000000000001
8,28,1885,24,Bradley Guzman,Pembroke,Male,dark,red,18.541999999999998,14.986,5.842
7,2,1897,20,Matthew Parks,Clare,Male,dark,brown,19.304,14.478000000000002,5.588000000000001
11,1,1890,24,Luke Matthews,Pembroke,Male,medium,brown,19.558,15.748000000000001,6.096
7,21,1879,24,Dustin Leblanc,Trinity,Male,light,brown,20.066000000000003,15.24,6.35
3,4,1902,18,Charles Mason,Clare,Male,light,jet-black,19.05,14.478000000000002,6.096
2,18,1871,19,Daniel Reid,Magdalene,Male,medium,jet-black,19.558,15.494,6.8580000000000005
9,17,1887,29,Benjamin Lee,Pembroke,Male,dark,jet-black,20.32,14.732,6.604
7,2,1866,30,Kevin Trevino,St Catharine's,Male,medium,dark,20.32,14.223999999999998,6.35
4,16,1896,24,Joseph Thompson,Gonville & Caius,Male,medium,fair,20.32,14.732,6.35
4,25,1891,22,Luis Phillips,Downing,Male,medium,red,19.812,14.986,5.588000000000001
10,10,1872,20,James Sweeney,St Catharine's,Male,light,jet-black,19.304,15.748000000000001,5.588000000000001
6,20,1884,24,Jason Ewing,St Catharine's,Male,medium,jet-black,19.558,15.494,6.096
12,13,1879,18,Keith Curtis,St Catharine's,Male,dark,jet-black,19.558,15.24,6.604
6,29,1889,24,Dennis Sanders,St Edmund's,Male,medium,jet-black,20.32,15.494,6.604
3,22,1895,19,Randy Anderson,Selwyn,Male,dark,brown,20.32,15.748000000000001,6.096
1,15,1875,29,Randall Harris,St Catharine's,Male,dark,jet-black,19.812,15.24,5.3340000000000005
10,24,1892,21,Gerald Reed,Gonville & Caius,Male,medium,jet-black,20.32,14.732,6.604
6,25,1878,24,Eric Baxter,King's,Male,medium,brown,19.558,16.002,6.096
5,1,1893,23,Adam Hamilton,Selwyn,Male,dark,jet-black,18.796000000000003,15.494,5.842
8,15,1895,21,Jose Williams,Queen's,Male,medium,brown,19.558,15.24,6.096
1,20,1883,24,Keith Thornton,Magdalene,Male,dark,jet-black,20.828,15.24,6.35
7,24,1883,24,Mark Ramirez,Trinity,Male,dark,red,19.558,16.256,6.096
5,11,1884,23,Walter Doyle,Queen's,Male,medium,fair,20.32,14.986,5.3340000000000005
11,6,1883,24,Daniel Gross,Magdalene,Male,light,jet-black,19.05,15.748000000000001,6.604
12,10,1871,18,Vernon Cruz,Clare,Male,dark,jet-black,20.828,15.24,6.35
11,27,1868,21,Adam Owens,Emmanuel,Male,light,brown,21.082,16.002,6.096
7,14,1868,24,Michael Copeland,Fitzwilliam,Male,dark,jet-black,20.32,15.494,5.842
11,23,1877,23,Harold Patel,Trinity,Male,light,jet-black,19.304,15.748000000000001,5.588000000000001
8,10,1887,21,William Allen,Trinity,Male,light,dark,19.05,15.494,6.35
11,26,1875,20,Joshua Wells,Queen's,Male,dark,dark,20.32,14.223999999999998,6.604
7,31,1869,22,Steve Tran,Magdalene,Male,dark,fair,19.558,15.24,5.588000000000001
6,30,1871,23,Michael King,Downing,Male,dark,jet-black,19.558,15.748000000000001,6.096
2,7,1869,27,Brandon Johnson,Sidney Sussex,Male,dark,fair,19.812,14.223999999999998,5.842
5,13,1865,24,Karl Ruiz,Clare,Male,medium,jet-black,20.573999999999998,15.748000000000001,6.096
3,30,1866,23,David Stone,St Edmund's,Male,medium,dark,19.812,14.478000000000002,5.842
7,2,1885,29,Robert Russell,Magdalene,Male,medium,red,19.812,14.986,6.096
8,29,1871,21,Thomas Le,Selwyn,Male,light,jet-black,19.812,16.002,6.35
8,7,1878,18,Michael Singh,St John's,Male,medium,jet-black,20.32,15.24,5.842
9,30,1866,23,Joseph Garner,Downing,Male,light,brown,20.573999999999998,15.24,5.3340000000000005
11,1,1884,20,Billy Bailey,Jesus,Male,medium,dark,20.066000000000003,14.732,5.842
3,20,1879,22,Louis Frederick,Selwyn,Male,dark,dark,20.32,14.478000000000002,6.35
2,28,1882,19,Andrew Trujillo,Queen's,Male,dark,fair,19.05,14.986,6.096
9,22,1878,24,Evan Huffman,Selwyn,Male,light,jet-black,20.066000000000003,14.732,6.35
7,30,1894,19,Jeffery Carr,Downing,Male,medium,dark,19.812,16.002,5.588000000000001
3,20,1872,21,Alejandro Holland,Magdalene,Male,medium,brown,20.066000000000003,15.748000000000001,5.842
1,10,1888,24,Tyler Robinson,Downing,Male,dark,brown,20.066000000000003,14.986,6.604
11,28,1877,19,Joshua Keller,Fitzwilliam,Male,dark,brown,20.066000000000003,14.986,5.08
11,9,1881,19,Jason Mueller,King's,Male,light,brown,20.573999999999998,14.986,5.842
2,28,1866,24,James Johnson,Peterhouse,Male,light,fair,19.05,16.002,6.096
5,2,1894,20,Matthew Burton,Trinity Hall,Male,dark,red,19.558,14.986,5.588000000000001
2,4,1899,20,Caleb Sanchez,Emmanuel,Male,dark,red,18.541999999999998,14.732,6.096
6,9,1889,19,Trevor Alvarado,Gonville & Caius,Male,dark,brown,20.573999999999998,14.986,5.3340000000000005
4,18,1897,21,Randy Blanchard,Selwyn,Male,medium,jet-black,20.066000000000003,15.24,6.35
12,4,1889,21,Jason May,Trinity,Male,light,fair,19.812,14.986,6.604
12,10,1871,18,Cody Massey,Magdalene,Male,medium,jet-black,20.32,14.732,6.096
8,10,1870,23,Bryan Blanchard,St Edmund's,Male,medium,red,19.304,15.24,5.588000000000001
5,21,1894,22,Benjamin Jones,Selwyn,Male,medium,fair,19.812,14.732,5.842
8,7,1880,24,Shawn Kirby,Queen's,Male,light,brown,20.32,16.002,6.35
8,29,1895,20,Sean Jones,Christ's,Male,light,brown,20.066000000000003,15.494,6.35
9,29,1874,23,Jesse Oliver,Trinity,Male,dark,jet-black,18.796000000000003,15.494,5.3340000000000005
10,28,1878,19,Joshua Lopez,Downing,Male,dark,brown,19.812,14.732,6.096
1,19,1898,22,Johnny Lowery,Selwyn,Male,dark,fair,20.066000000000003,16.002,6.096
12,10,1888,23,Joseph Foley,Queen's,Male,medium,fair,20.573999999999998,15.748000000000001,6.35
6,2,1879,29,Brandon Rivera,Emmanuel,Male,light,dark,20.066000000000003,15.494,5.842
9,14,1884,24,Devon Woods,Pembroke,Male,light,jet-black,19.812,15.494,6.35
5,26,1868,24,Aaron Reynolds,Selwyn,Male,light,red,20.066000000000003,15.24,6.604
1,18,1891,20,Christopher Fisher,Queen's,Male,light,fair,20.066000000000003,14.732,5.588000000000001
9,14,1898,22,Brandon Ross,Emmanuel,Male,light,red,20.066000000000003,13.97,6.096
8,16,1897,19,Christopher Mendez,Selwyn,Male,light,jet-black,19.812,15.24,5.3340000000000005
9,26,1897,21,Kristopher Greene,Selwyn,Male,medium,brown,20.32,15.24,6.604
3,30,1892,22,Christopher Kim,Trinity Hall,Male,medium,jet-black,19.558,14.223999999999998,6.096
5,5,1882,21,Evan Armstrong,Jesus,Male,dark,fair,21.082,14.478000000000002,5.588000000000001
3,16,1881,23,Joseph Frank,St Edmund's,Male,dark,red,19.812,15.24,6.096
4,10,1872,24,Scott Williams,Queen's,Male,dark,jet-black,19.304,14.986,6.35
9,30,1877,22,Brandon Joseph,St Catharine's,Male,medium,dark,18.796000000000003,15.494,5.588000000000001
4,24,1879,19,Jamie Mcdaniel,Christ's,Male,dark,dark,21.082,15.494,5.588000000000001
5,26,1874,28,Elijah Santiago,Pembroke,Male,medium,jet-black,19.558,14.223999999999998,6.604
12,31,1885,18,Derek Lloyd,Queen's,Male,dark,jet-black,20.32,15.24,5.842
8,16,1879,26,Dillon Wallace,Fitzwilliam,Male,dark,jet-black,19.304,15.24,6.604
11,19,1884,18,Dustin White,St Catharine's,Male,dark,red,20.32,15.494,5.842
7,16,1900,18,William Blake,Pembroke,Male,dark,dark,19.304,15.494,6.096
8,13,1899,18,Brian Donaldson,Jesus,Male,dark,brown,19.558,15.24,5.588000000000001
5,30,1879,23,Timothy Owens,Trinity,Male,medium,fair,20.066000000000003,14.732,5.842
3,3,1892,20,Jason Smith,Trinity,Male,light,jet-black,19.558,15.24,5.588000000000001
12,11,1898,18,Zachary Rodriguez,Gonville & Caius,Male,dark,jet-black,19.812,15.748000000000001,6.8580000000000005
1,22,1880,21,Lucas Davis,Emmanuel,Male,medium,red,19.812,15.494,5.842
7,11,1889,22,Evan Yoder,Downing,Male,dark,fair,19.812,15.494,5.842
2,3,1879,22,Matthew Medina,Queen's,Male,dark,dark,19.304,15.748000000000001,6.35
3,20,1902,18,Joseph Hamilton,Peterhouse,Male,dark,brown,19.812,15.748000000000001,5.842
2,12,1887,24,Christopher Harrison,St Edmund's,Male,dark,dark,19.558,14.986,6.35
7,21,1899,21,Katie Jones,Girton,Female,dark,jet-black,17.018,14.223999999999998,6.35
2,21,1869,24,Lance Oconnor,Gonville & Caius,Male,dark,brown,19.812,14.986,6.604
5,27,1870,22,Shawn Dunlap,Emmanuel,Male,light,red,19.304,15.24,6.35
4,4,1865,26,Patrick Mosley,Peterhouse,Male,medium,dark,19.05,15.24,6.35
5,10,1876,29,Michael Williams,Christ's,Male,medium,jet-black,20.32,16.002,6.604
4,15,1877,29,Troy Hess,Selwyn,Male,medium,jet-black,19.558,14.986,5.842
2,23,1879,19,Ricky Newton,Christ's,Male,dark,jet-black,19.812,15.24,5.842
9,14,1888,20,John Griffin,St Edmund's,Male,medium,jet-black,19.304,16.002,6.35
6,30,1884,23,Edward Ramos,Selwyn,Male,medium,brown,20.32,15.748000000000001,6.35
3,20,1889,27,Kevin Jones,Peterhouse,Male,medium,jet-black,19.304,16.256,6.604
8,23,1872,23,Russell Rodriguez,Downing,Male,dark,dark,20.32,14.986,6.35
11,13,1869,23,Robert Christian,Selwyn,Male,medium,fair,20.066000000000003,15.24,5.842
10,8,1893,18,Christopher Bowen,St Edmund's,Male,medium,dark,19.812,15.24,6.8580000000000005
6,4,1893,24,Kenneth Bell,Trinity,Male,dark,fair,19.304,14.223999999999998,6.35
6,22,1870,24,Nathaniel Smith,Emmanuel,Male,dark,brown,19.304,14.732,5.842
3,20,1872,20,James Riley,St Catharine's,Male,dark,dark,19.812,15.494,7.111999999999999
5,20,1872,19,Jesus Hunter,St Catharine's,Male,dark,red,19.812,14.986,6.35
12,14,1881,22,Tyler Stevens,Trinity,Male,medium,dark,19.812,15.24,5.588000000000001
1,31,1900,19,Daniel Ramirez,Selwyn,Male,light,dark,18.796000000000003,16.002,6.096
2,19,1866,30,Ryan Clark,King's,Male,medium,brown,20.32,14.986,5.842
7,13,1898,19,Steven James,Clare,Male,dark,red,19.05,15.24,5.842
5,16,1900,18,Charles Palmer,King's,Male,dark,fair,19.304,14.732,5.842
1,10,1899,20,Aaron Sandoval,Christ's,Male,light,jet-black,20.828,15.494,5.842
6,24,1894,19,Mark Mitchell,St John's,Male,medium,red,20.828,14.986,5.3340000000000005
6,23,1871,24,Brandon Morris,St John's,Male,medium,jet-black,20.32,14.478000000000002,5.842
4,19,1872,18,Peter Green,St Catharine's,Male,dark,jet-black,20.066000000000003,15.494,6.604
7,29,1876,29,James Norman,St Catharine's,Male,medium,dark,20.828,15.24,6.604
9,4,1872,19,David Frazier,Jesus,Male,dark,jet-black,20.32,14.986,5.842
10,20,1885,22,Christopher Coleman,Jesus,Male,light,fair,20.066000000000003,14.478000000000002,6.096
11,24,1893,20,James Hansen,Downing,Male,dark,dark,19.558,15.748000000000001,6.096
2,21,1881,27,Bill Davis,Queen's,Male,dark,red,20.573999999999998,14.732,6.35
10,1,1894,21,Thomas Glover,Emmanuel,Male,light,jet-black,19.558,15.24,6.604
10,29,1889,19,Adam Hernandez,Magdalene,Male,light,jet-black,20.32,14.986,6.604
8,24,1880,24,John Gonzalez,Selwyn,Male,dark,brown,19.304,15.748000000000001,6.604
1,20,1874,20,David Taylor,Trinity Hall,Male,light,fair,20.066000000000003,15.494,6.604
11,4,1878,25,Marcus Gutierrez,St Catharine's,Male,light,brown,19.812,14.478000000000002,6.096
2,8,1897,19,Charles Jacobs,Christ's,Male,light,fair,20.32,16.002,6.096
12,19,1870,22,Timothy Lutz,St Catharine's,Male,medium,brown,19.304,14.478000000000002,6.096
4,26,1876,23,Tyler Hunter,Corpus Christi,Male,medium,dark,20.066000000000003,15.748000000000001,6.35
12,9,1868,23,William Allen,St John's,Male,light,brown,19.812,15.24,5.588000000000001
1,14,1884,20,Eric Hughes,Fitzwilliam,Male,medium,fair,20.32,15.748000000000001,5.588000000000001
1,6,1885,20,Scott Miller,Fitzwilliam,Male,medium,jet-black,19.304,14.986,6.35
11,20,1880,30,Donald Diaz,Trinity,Male,dark,brown,20.573999999999998,14.986,5.842
4,19,1882,21,Jesse Morgan,Queen's,Male,light,dark,19.812,14.732,6.35
10,31,1893,19,Jordan Collier,St Catharine's,Male,light,dark,19.812,15.24,6.35
5,4,1898,18,Gary Levy,St John's,Male,dark,dark,19.558,14.986,6.604
10,28,1868,23,Jacob Johnson,Downing,Male,dark,brown,19.558,14.478000000000002,6.35
2,10,1880,19,Ronald Morris,Sidney Sussex,Male,dark,dark,19.812,15.494,6.096
5,30,1873,18,Ryan Marshall,St Edmund's,Male,dark,dark,18.541999999999998,14.732,6.604
11,8,1894,22,Shane Campbell,Queen's,Male,medium,jet-black,19.558,15.24,6.096
12,24,1870,26,Anthony Morales,Queen's,Male,medium,fair,19.558,15.24,6.8580000000000005
12,28,1884,21,Jerry Small,Clare,Male,dark,fair,19.812,14.478000000000002,6.604
8,20,1863,30,Duane Nichols,Trinity Hall,Male,dark,brown,19.304,16.002,5.842
1,8,1891,23,Michael Mcconnell,St Catharine's,Male,dark,fair,19.558,15.24,6.35
1,11,1873,20,Billy Smith,Pembroke,Male,medium,dark,19.558,14.986,6.35
10,29,1878,19,Larry Frye,Jesus,Male,medium,dark,19.558,15.24,5.842
8,7,1869,24,Samuel Walker,Queen's,Male,medium,jet-black,19.05,14.732,6.096
8,7,1887,19,Benjamin Clay,Fitzwilliam,Male,dark,red,19.812,15.748000000000001,6.604
11,4,1880,18,David Barnes,King's,Male,medium,dark,19.558,15.748000000000001,6.604
7,28,1897,23,Dan Wright,Queen's,Male,medium,fair,19.812,14.986,5.842
3,21,1898,21,Grant Dawson,Trinity,Male,medium,fair,20.32,15.748000000000001,6.35
10,18,1890,25,Austin Peters,St John's,Male,medium,fair,20.066000000000003,13.716000000000001,5.842
11,4,1887,22,Joseph Clark,Gonville & Caius,Male,medium,brown,20.32,14.478000000000002,5.842
12,31,1895,24,Tony Barr,Jesus,Male,medium,brown,21.082,14.986,5.842
2,14,1872,21,George Bray,Fitzwilliam,Male,medium,fair,20.32,14.732,6.096
3,6,1890,28,Zachary Curtis,Clare,Male,light,brown,19.558,15.24,6.096
11,27,1898,21,Frederick Thornton,Gonville & Caius,Male,dark,jet-black,20.32,15.494,5.842
9,7,1884,19,Michael Rice,Trinity,Male,dark,fair,20.066000000000003,15.748000000000001,6.096
6,16,1873,23,Benjamin Wheeler,Pembroke,Male,medium,red,21.843999999999998,16.002,6.35
10,16,1876,24,Stephen Carter,Sidney Sussex,Male,light,red,20.066000000000003,15.748000000000001,5.842
11,29,1882,22,Benjamin Davis,Gonville & Caius,Male,medium,fair,19.812,15.748000000000001,6.096
12,6,1873,26,John Johnson,Fitzwilliam,Male,light,dark,21.082,14.223999999999998,6.096
9,18,1882,30,Christopher Hughes,Jesus,Male,light,fair,18.541999999999998,15.24,5.588000000000001
1,20,1872,27,Kevin Graves,Sidney Sussex,Male,dark,jet-black,19.812,15.24,6.096
1,19,1882,23,Michael Johnson,St Catharine's,Male,dark,fair,20.32,15.24,5.842
7,17,1871,23,Phillip James,Queen's,Male,dark,fair,18.288,15.24,6.096
8,24,1894,21,Edward Peterson,St John's,Male,medium,dark,20.573999999999998,14.732,6.096
4,21,1879,20,Matthew Holland,Selwyn,Male,dark,jet-black,20.828,14.732,6.35
12,9,1871,24,Frank Butler,Downing,Male,light,red,18.796000000000003,14.986,5.842
10,13,1885,21,Gary Taylor,Trinity,Male,light,jet-black,20.573999999999998,15.748000000000001,6.096
2,19,1898,20,Phillip Carr,Fitzwilliam,Male,dark,brown,19.558,14.986,6.8580000000000005
9,3,1863,26,Brian Randolph,Trinity,Male,dark,jet-black,20.066000000000003,14.986,6.096
10,5,1889,23,Zachary Lane,Sidney Sussex,Male,medium,jet-black,19.558,14.732,6.096
7,3,1889,22,Jason Oconnor,Trinity Hall,Male,dark,jet-black,19.812,15.494,6.35
5,26,1868,24,Andrew Sloan,Christ's,Male,dark,jet-black,20.32,15.748000000000001,5.842
8,30,1871,25,Michael Ortiz,Sidney Sussex,Male,dark,fair,20.32,15.24,5.588000000000001
5,14,1863,28,Michael Russell,Clare,Male,medium,fair,19.558,15.24,6.096
11,10,1883,22,Jeffrey Brock,Christ's,Male,dark,red,19.558,15.494,6.35
3,23,1872,21,Gregory Hebert,Corpus Christi,Male,dark,fair,19.812,15.24,6.096
9,24,1872,24,Johnathan Hernandez,Trinity Hall,Male,dark,jet-black,19.812,14.732,6.35
12,29,1884,19,Randall Raymond,King's,Male,medium,dark,19.812,14.478000000000002,5.3340000000000005
12,20,1893,19,David Beard,St Catharine's,Male,dark,brown,20.066000000000003,14.986,7.111999999999999
10,31,1881,18,Justin Ramsey,Clare,Male,light,jet-black,20.32,16.002,6.096
6,11,1881,23,Charles Garcia,Corpus Christi,Male,dark,fair,19.812,15.748000000000001,5.842
2,7,1883,18,Darrell Little,Trinity Hall,Male,light,fair,19.812,15.24,5.842
3,22,1878,18,Isaac Wilson,Sidney Sussex,Male,light,red,19.558,14.223999999999998,6.35
3,18,1871,28,Daniel Mason,St John's,Male,dark,red,20.573999999999998,14.732,6.604
5,26,1886,18,Todd Wolfe,St John's,Male,dark,fair,20.066000000000003,15.748000000000001,6.604
11,27,1887,23,Jeffrey Jacobs,Queen's,Male,medium,jet-black,19.304,16.256,6.604
12,19,1891,23,Robert Davis,Peterhouse,Male,medium,brown,19.558,14.478000000000002,6.604
3,10,1875,22,William Hess,St John's,Male,light,dark,19.304,14.732,6.35
8,18,1894,18,Eric Murphy,Selwyn,Male,light,dark,18.541999999999998,15.748000000000001,5.842
4,19,1878,20,John Blackwell,Clare,Male,dark,fair,19.304,14.986,6.096
3,22,1883,18,Nathan Wilson,King's,Male,dark,fair,19.558,14.986,6.096
10,19,1892,22,Daniel Meyers,St Catharine's,Male,dark,fair,19.558,15.494,6.604
2,12,1893,18,Donald Carr,St Catharine's,Male,dark,fair,19.558,15.24,6.096
9,15,1875,24,John Brown,Emmanuel,Male,dark,dark,20.066000000000003,15.24,5.842
12,19,1886,22,Herbert Thomas,Gonville & Caius,Male,dark,fair,20.573999999999998,15.24,6.8580000000000005
11,26,1880,19,Darren Goodwin,Emmanuel,Male,dark,red,19.05,14.986,5.3340000000000005
3,24,1875,30,James Frost,Queen's,Male,light,red,19.304,15.748000000000001,6.096
7,28,1892,23,Lance Lee,Jesus,Male,medium,dark,19.812,14.732,5.588000000000001
3,23,1872,21,Joseph Smith,Peterhouse,Male,dark,brown,20.32,14.986,6.35
9,27,1869,22,Michael Moore,Gonville & Caius,Male,medium,jet-black,20.32,14.732,6.096
5,31,1885,21,Tony Beltran,King's,Male,medium,fair,19.304,14.478000000000002,6.604
10,24,1883,22,John Fox,Gonville & Caius,Male,light,brown,19.05,15.24,6.604
12,7,1895,22,Shaun Greene,Peterhouse,Male,dark,brown,19.05,16.002,6.096
3,6,1875,19,William Clark,Selwyn,Male,dark,brown,19.05,15.24,5.842
3,28,1873,20,Glenn Gibson,St John's,Male,dark,brown,20.066000000000003,15.494,6.604
11,1,1876,24,John Hill,St John's,Male,dark,jet-black,19.304,16.256,5.842
3,17,1894,22,Don Hart,Selwyn,Male,medium,red,19.812,16.002,6.35
4,18,1883,20,James Quinn,Queen's,Male,dark,fair,18.796000000000003,15.494,6.604
1,14,1883,21,Gavin Brown,Selwyn,Male,dark,red,19.05,14.732,6.096
12,13,1873,24,Kevin Hamilton,Sidney Sussex,Male,dark,jet-black,21.082,16.256,6.35
8,31,1882,23,Anthony Mitchell,Queen's,Male,medium,fair,19.304,15.24,6.096
11,22,1870,22,Robert Dyer,King's,Male,dark,dark,19.304,15.748000000000001,6.604
6,16,1872,21,Allen Smith,Downing,Male,medium,brown,19.304,14.732,6.096
5,16,1894,24,Ian Glass,Sidney Sussex,Male,dark,red,19.558,16.51,5.588000000000001
8,11,1881,21,Gabriel Reed,St Edmund's,Male,medium,fair,19.558,15.748000000000001,6.35
4,21,1889,23,Thomas Shaffer,Downing,Male,dark,brown,19.812,15.24,5.842
3,26,1885,24,Daniel Marsh,Gonville & Caius,Male,light,red,19.812,15.24,6.096
10,30,1885,19,Jose Robles,Selwyn,Male,dark,jet-black,20.066000000000003,15.24,6.096
2,17,1870,21,Reginald Tucker,Corpus Christi,Male,medium,dark,19.304,15.24,5.3340000000000005
3,13,1877,20,Thomas Johnson,Selwyn,Male,medium,jet-black,19.812,14.478000000000002,5.588000000000001
9,1,1867,22,Jerome Young,Downing,Male,dark,jet-black,19.304,14.986,6.35
8,9,1883,22,Zachary Austin,Queen's,Male,dark,red,20.066000000000003,15.24,6.35
6,11,1871,22,Brian Sanchez,Clare,Male,dark,fair,19.812,14.478000000000002,5.588000000000001
4,25,1866,23,Kevin White,Selwyn,Male,dark,dark,20.32,14.986,6.096
2,4,1871,19,Ryan Cohen,St Catharine's,Male,light,brown,20.066000000000003,16.002,6.604
4,21,1879,20,Joel House,St Edmund's,Male,dark,fair,20.066000000000003,14.732,6.096
10,23,1894,20,Johnathan Richards,Queen's,Male,medium,jet-black,20.32,15.494,6.096
4,14,1876,18,Kyle Figueroa,Sidney Sussex,Male,medium,fair,20.066000000000003,14.478000000000002,6.35
12,27,1877,23,Jerry Rose,Gonville & Caius,Male,medium,red,21.336000000000002,14.732,5.842
3,27,1893,21,Mark Cowan,Emmanuel,Male,dark,jet-black,20.066000000000003,15.494,6.35
8,25,1884,19,Tony Perry,Trinity,Male,light,fair,19.558,15.494,6.35
8,21,1884,21,Matthew Burnett,Jesus,Male,dark,red,20.32,15.494,6.096
10,20,1899,21,Gabriel Lopez,Queen's,Male,dark,red,19.558,15.24,5.588000000000001
3,3,1871,29,Danny Silva,Trinity,Male,dark,red,20.066000000000003,14.986,5.588000000000001
10,28,1895,19,Jason Figueroa,Sidney Sussex,Male,dark,brown,20.828,15.24,6.096
7,11,1897,20,Michael Baker,Fitzwilliam,Male,medium,red,20.066000000000003,14.732,6.604
5,13,1882,18,Brett Ho,Trinity Hall,Male,medium,jet-black,20.573999999999998,14.478000000000002,5.842
11,18,1879,19,Curtis Frank,Gonville & Caius,Male,medium,brown,19.812,16.256,6.8580000000000005
10,21,1892,20,George Fields,Trinity,Male,light,dark,19.05,15.24,5.588000000000001
3,21,1873,23,Edward Blackburn,Trinity,Male,dark,jet-black,19.558,14.732,6.604
4,21,1894,26,John Ford,Selwyn,Male,dark,brown,19.812,16.002,6.096
7,29,1878,22,Garrett Carter,Gonville & Caius,Male,dark,jet-black,20.066000000000003,15.24,6.35
1,4,1880,19,Joseph Vazquez,Peterhouse,Male,light,dark,18.288,15.24,6.604
6,19,1881,24,Juan Salas,Christ's,Male,medium,dark,19.812,14.732,6.096
9,22,1886,18,Dustin Payne,St John's,Male,light,red,19.812,15.748000000000001,6.096
9,5,1875,18,Juan Whitehead,Emmanuel,Male,dark,red,20.066000000000003,15.24,7.111999999999999
4,4,1880,20,Matthew Brooks,St John's,Male,dark,dark,19.558,15.24,6.096
7,20,1878,23,Miguel Rodriguez,Sidney Sussex,Male,dark,jet-black,20.32,15.494,6.096
5,2,1891,20,Christopher Gomez,Trinity,Male,dark,jet-black,19.05,14.732,5.842
9,26,1881,24,James Holland,Corpus Christi,Male,dark,red,19.558,16.256,6.604
2,22,1861,29,John Duncan,Downing,Male,dark,fair,19.558,15.24,6.096
10,31,1872,30,Bobby Walker,Trinity Hall,Male,medium,jet-black,18.541999999999998,15.24,6.096
9,19,1890,18,Terry Harris,St Edmund's,Male,medium,jet-black,19.304,16.002,6.604
12,31,1882,26,Michael Jennings,Trinity Hall,Male,light,red,20.32,15.494,6.096
11,14,1879,22,Nathan Dixon,Gonville & Caius,Male,dark,brown,18.034,15.494,6.096
5,23,1892,18,Darren Ramirez,Christ's,Male,dark,brown,20.066000000000003,15.24,6.35
9,18,1874,18,Frank Reeves,Christ's,Male,light,brown,20.066000000000003,16.002,6.35
5,20,1892,20,Timothy Wagner,Christ's,Male,medium,fair,20.32,16.256,6.35
6,21,1880,21,Sean Richards,Trinity Hall,Male,dark,brown,19.812,15.24,6.8580000000000005
10,25,1883,19,Jose Gonzalez,Clare,Male,medium,jet-black,20.066000000000003,14.732,6.604
11,7,1889,21,Craig Howard,St Catharine's,Male,medium,fair,20.32,15.748000000000001,6.35
5,15,1875,18,James James,Selwyn,Male,light,fair,20.828,15.494,6.35
3,17,1869,22,Robert Campbell,Trinity,Male,dark,brown,19.05,15.494,6.604
4,27,1895,19,Zachary Fernandez,Emmanuel,Male,dark,jet-black,19.812,14.986,5.842
2,2,1877,20,Donald Jones,Magdalene,Male,dark,fair,20.32,15.748000000000001,6.604
8,14,1885,18,Jeremy Freeman,Queen's,Male,light,jet-black,19.812,15.24,6.604
1,8,1881,19,Robert Moore,St John's,Male,dark,jet-black,19.304,14.732,6.096
10,19,1877,27,Mark Mendoza,Gonville & Caius,Male,dark,dark,20.573999999999998,14.986,6.604
1,31,1879,26,Mike Richardson,Gonville & Caius,Male,dark,dark,19.558,14.478000000000002,5.842
7,29,1870,20,Alan Gibbs,Christ's,Male,dark,red,20.066000000000003,15.24,6.35
1,26,1881,21,Craig Burns,Trinity Hall,Male,dark,brown,19.558,15.748000000000001,6.35
7,13,1868,21,Carlos Moyer,Gonville & Caius,Male,medium,red,20.066000000000003,14.223999999999998,5.588000000000001
5,8,1884,21,Travis Harper,Gonville & Caius,Male,light,brown,19.812,16.51,6.604
